2026/03/14 04:29:08.957, 0, 0, 0, 16384, 13.04, 28
2026/03/14 04:30:08.968, 0, 0, 1753, 16384, 26.24, 34
2026/03/14 04:31:08.973, 36, 26, 7567, 16384, 69.97, 48
2026/03/14 04:32:08.981, 95, 65, 8107, 16384, 69.04, 52
2026/03/14 04:33:08.987, 99, 51, 8107, 16384, 69.24, 52
2026/03/14 04:34:08.994, 100, 50, 8207, 16384, 70.26, 52
2026/03/14 04:35:09.003, 100, 36, 9087, 16384, 60.07, 52
2026/03/14 04:36:09.014, 31, 21, 9089, 16384, 94.94, 52
2026/03/14 04:37:09.020, 80, 42, 9089, 16384, 48.60, 52
2026/03/14 04:38:09.032, 100, 50, 9089, 16384, 70.16, 52
2026/03/14 04:39:09.040, 100, 50, 9089, 16384, 68.51, 52
2026/03/14 04:40:09.045, 99, 48, 9089, 16384, 37.64, 52
2026/03/14 04:41:09.050, 27, 19, 9091, 16384, 56.79, 51
2026/03/14 04:42:09.059, 100, 51, 9091, 16384, 68.07, 52
2026/03/14 04:43:09.064, 81, 43, 9091, 16384, 67.34, 52
2026/03/14 04:44:09.072, 44, 36, 9091, 16384, 61.24, 52
2026/03/14 04:45:09.080, 100, 49, 9091, 16384, 68.55, 52
2026/03/14 04:46:09.086, 99, 51, 9091, 16384, 71.86, 52
2026/03/14 04:47:09.099, 33, 24, 9091, 16384, 69.62, 52
2026/03/14 04:48:09.108, 96, 59, 9091, 16384, 72.54, 52
2026/03/14 04:49:09.118, 83, 47, 9091, 16384, 58.90, 52
2026/03/14 04:50:09.128, 36, 23, 10311, 16384, 39.11, 52
2026/03/14 04:51:09.136, 89, 48, 10311, 16384, 67.01, 52
2026/03/14 04:52:09.145, 47, 30, 10311, 16384, 64.90, 51
2026/03/14 04:53:09.154, 34, 23, 10311, 16384, 60.81, 52
2026/03/14 04:54:09.159, 43, 31, 10311, 16384, 59.00, 52
2026/03/14 04:55:09.165, 100, 52, 10311, 16384, 68.41, 52
2026/03/14 04:56:09.171, 95, 64, 10311, 16384, 69.52, 52
2026/03/14 04:57:09.178, 99, 51, 10311, 16384, 69.09, 52
2026/03/14 04:58:09.183, 100, 51, 10311, 16384, 69.68, 52
2026/03/14 04:59:09.190, 62, 39, 10311, 16384, 71.96, 53
2026/03/14 05:00:09.195, 78, 43, 10311, 16384, 69.05, 52
2026/03/14 05:01:09.201, 29, 20, 10311, 16384, 68.22, 52
2026/03/14 05:02:09.207, 26, 20, 10311, 16384, 54.20, 52
2026/03/14 05:03:09.213, 100, 51, 10311, 16384, 63.59, 52
2026/03/14 05:04:09.226, 35, 25, 10311, 16384, 71.42, 52
2026/03/14 05:05:09.232, 100, 52, 10311, 16384, 68.94, 52
2026/03/14 05:06:09.243, 64, 41, 10311, 16384, 78.95, 52
2026/03/14 05:07:09.250, 95, 59, 10311, 16384, 67.39, 52
2026/03/14 05:08:09.255, 76, 56, 10311, 16384, 57.93, 52
2026/03/14 05:09:09.260, 83, 46, 10311, 16384, 62.58, 52
2026/03/14 05:10:09.265, 96, 58, 10311, 16384, 63.34, 52
2026/03/14 05:11:09.272, 100, 48, 10311, 16384, 66.61, 52
2026/03/14 05:12:09.277, 100, 52, 10311, 16384, 69.87, 52
2026/03/14 05:13:09.286, 70, 43, 10311, 16384, 35.12, 52
2026/03/14 05:14:09.299, 97, 70, 10311, 16384, 68.66, 52
2026/03/14 05:15:09.309, 83, 45, 10311, 16384, 66.86, 52
2026/03/14 05:16:09.318, 95, 61, 10311, 16384, 66.18, 52
2026/03/14 05:17:09.331, 32, 24, 10311, 16384, 50.85, 52
2026/03/14 05:18:09.336, 71, 43, 10311, 16384, 70.50, 52
2026/03/14 05:19:09.341, 100, 50, 10311, 16384, 70.16, 52
2026/03/14 05:20:09.347, 37, 24, 10311, 16384, 74.09, 52
2026/03/14 05:21:09.356, 95, 48, 10311, 16384, 72.11, 52
2026/03/14 05:22:09.375, 98, 85, 10311, 16384, 69.58, 52
2026/03/14 05:23:09.386, 100, 44, 10311, 16384, 66.22, 52
2026/03/14 05:24:09.397, 81, 46, 6473, 16384, 51.57, 52
2026/03/14 05:25:09.403, 63, 44, 8987, 16384, 74.59, 52
2026/03/14 05:26:09.408, 73, 44, 8987, 16384, 54.10, 52
2026/03/14 05:27:09.413, 99, 50, 8987, 16384, 68.84, 52
2026/03/14 05:28:09.422, 97, 48, 8987, 16384, 56.41, 52
2026/03/14 05:29:09.428, 59, 40, 8989, 16384, 52.31, 52
2026/03/14 05:30:09.439, 70, 46, 8989, 16384, 69.19, 52
2026/03/14 05:31:09.445, 98, 48, 10289, 16384, 68.84, 52
2026/03/14 05:32:09.451, 72, 43, 10289, 16384, 69.09, 52
2026/03/14 05:33:09.460, 84, 47, 10289, 16384, 68.90, 52
2026/03/14 05:34:09.466, 96, 71, 10289, 16384, 68.08, 52
2026/03/14 05:35:09.476, 100, 52, 10289, 16384, 68.45, 52
2026/03/14 05:36:09.481, 29, 22, 10289, 16384, 50.76, 52
2026/03/14 05:37:09.486, 100, 37, 10289, 16384, 48.80, 52
2026/03/14 05:38:09.491, 38, 26, 10289, 16384, 48.05, 52
2026/03/14 05:39:09.496, 99, 51, 10289, 16384, 68.61, 52
2026/03/14 05:40:09.504, 91, 44, 10289, 16384, 62.43, 52
2026/03/14 05:41:09.509, 70, 54, 10289, 16384, 69.12, 52
2026/03/14 05:42:09.519, 100, 48, 10289, 16384, 67.83, 52
2026/03/14 05:43:09.524, 48, 29, 10289, 16384, 68.47, 52
2026/03/14 05:44:09.529, 67, 51, 10289, 16384, 70.84, 52
2026/03/14 05:45:09.537, 100, 49, 10289, 16384, 67.73, 52
2026/03/14 05:46:09.542, 47, 30, 10289, 16384, 67.43, 53
2026/03/14 05:47:09.547, 85, 49, 10289, 16384, 36.08, 52
2026/03/14 05:48:09.553, 96, 78, 10289, 16384, 65.93, 52
2026/03/14 05:49:09.558, 58, 40, 10289, 16384, 74.34, 53
2026/03/14 05:50:09.567, 96, 59, 10289, 16384, 65.83, 52
2026/03/14 05:51:09.572, 97, 51, 10289, 16384, 64.90, 52
2026/03/14 05:52:09.576, 95, 61, 10289, 16384, 70.55, 52
2026/03/14 05:53:09.582, 44, 36, 10289, 16384, 56.57, 52
2026/03/14 05:54:09.586, 41, 28, 10289, 16384, 89.49, 52
2026/03/14 05:55:09.596, 25, 19, 10289, 16384, 63.22, 52
2026/03/14 05:56:09.600, 83, 46, 10289, 16384, 73.03, 52
2026/03/14 05:57:09.606, 92, 48, 10291, 16384, 67.54, 52
2026/03/14 05:58:09.612, 95, 62, 10291, 16384, 69.68, 52
2026/03/14 05:59:09.617, 52, 34, 10291, 16384, 78.37, 52
2026/03/14 06:00:09.629, 57, 36, 10295, 16384, 77.11, 52
2026/03/14 06:01:09.633, 63, 44, 10295, 16384, 77.59, 52
2026/03/14 06:02:09.640, 100, 55, 10295, 16384, 67.54, 52
2026/03/14 06:03:09.646, 67, 43, 10295, 16384, 83.26, 52
2026/03/14 06:04:09.652, 97, 51, 10295, 16384, 57.93, 52
2026/03/14 06:05:09.661, 82, 51, 10295, 16384, 67.29, 52
2026/03/14 06:06:09.668, 45, 31, 10295, 16384, 72.16, 52
2026/03/14 06:07:09.677, 37, 28, 10295, 16384, 70.11, 52
2026/03/14 06:08:09.686, 100, 55, 10295, 16384, 69.29, 52
2026/03/14 06:09:09.697, 48, 39, 10295, 16384, 87.41, 52
2026/03/14 06:10:09.702, 100, 50, 10295, 16384, 60.62, 52
2026/03/14 06:11:09.707, 55, 41, 10295, 16384, 80.74, 52
2026/03/14 06:12:09.713, 33, 27, 10295, 16384, 60.91, 52
2026/03/14 06:13:09.718, 78, 41, 10295, 16384, 68.47, 52
2026/03/14 06:14:09.724, 100, 50, 10295, 16384, 63.01, 52
2026/03/14 06:15:09.729, 30, 21, 10295, 16384, 79.04, 52
2026/03/14 06:16:09.735, 76, 56, 10295, 16384, 64.29, 52
2026/03/14 06:17:09.740, 71, 49, 10295, 16384, 60.68, 52
2026/03/14 06:18:09.749, 99, 50, 7191, 16384, 68.70, 52
2026/03/14 06:19:09.763, 100, 50, 7191, 16384, 67.19, 52
2026/03/14 06:20:09.776, 100, 55, 9591, 16384, 73.66, 52
2026/03/14 06:21:09.782, 63, 39, 9591, 16384, 66.36, 52
2026/03/14 06:22:09.787, 64, 43, 9591, 16384, 69.29, 53
2026/03/14 06:23:09.797, 63, 42, 9591, 16384, 65.46, 52
2026/03/14 06:24:09.801, 86, 47, 9591, 16384, 66.84, 52
2026/03/14 06:25:09.807, 56, 35, 9591, 16384, 59.23, 52
2026/03/14 06:26:09.814, 58, 38, 9591, 16384, 72.25, 52
2026/03/14 06:27:09.824, 83, 40, 9591, 16384, 76.91, 52
2026/03/14 06:28:09.829, 73, 45, 10171, 16384, 58.03, 52
2026/03/14 06:29:09.834, 100, 47, 10171, 16384, 56.31, 52
2026/03/14 06:30:09.840, 46, 32, 10171, 16384, 47.24, 52
2026/03/14 06:31:09.850, 60, 42, 10171, 16384, 66.86, 52
2026/03/14 06:32:09.855, 37, 28, 10171, 16384, 68.55, 52
2026/03/14 06:33:09.860, 100, 55, 10171, 16384, 75.41, 52
2026/03/14 06:34:09.868, 100, 54, 10171, 16384, 60.26, 52
2026/03/14 06:35:09.877, 81, 45, 10171, 16384, 57.83, 52
2026/03/14 06:36:09.886, 65, 51, 10171, 16384, 75.71, 52
2026/03/14 06:37:09.891, 100, 55, 10171, 16384, 67.93, 52
2026/03/14 06:38:09.902, 54, 37, 10171, 16384, 60.75, 52
2026/03/14 06:39:09.911, 95, 61, 10171, 16384, 67.29, 52
2026/03/14 06:40:09.917, 82, 43, 10171, 16384, 67.52, 52
2026/03/14 06:41:09.922, 92, 55, 10171, 16384, 90.80, 52
2026/03/14 06:42:09.928, 100, 48, 10171, 16384, 69.38, 52
2026/03/14 06:43:09.939, 90, 53, 10171, 16384, 70.31, 52
2026/03/14 06:44:09.945, 82, 46, 10171, 16384, 59.29, 52
2026/03/14 06:45:09.960, 81, 45, 10171, 16384, 65.48, 52
2026/03/14 06:46:09.965, 100, 47, 10171, 16384, 68.02, 52
2026/03/14 06:47:09.971, 100, 63, 10171, 16384, 66.61, 52
2026/03/14 06:48:09.979, 96, 74, 10171, 16384, 68.61, 52
2026/03/14 06:49:09.990, 74, 45, 10171, 16384, 57.82, 52
2026/03/14 06:50:09.995, 80, 47, 10171, 16384, 93.06, 52
2026/03/14 06:51:10.001, 38, 28, 10171, 16384, 68.02, 52
2026/03/14 06:52:10.006, 100, 53, 10171, 16384, 68.61, 52
2026/03/14 06:53:10.012, 2, 1, 10171, 16384, 74.87, 52
2026/03/14 06:54:10.017, 88, 48, 10171, 16384, 59.19, 52
2026/03/14 06:55:10.023, 71, 41, 10171, 16384, 71.28, 52
2026/03/14 06:56:10.031, 35, 26, 10171, 16384, 68.30, 52
2026/03/14 06:57:10.039, 44, 28, 10171, 16384, 76.04, 52
2026/03/14 06:58:10.051, 100, 68, 10171, 16384, 69.68, 52
2026/03/14 06:59:10.057, 70, 42, 10171, 16384, 67.19, 52
2026/03/14 07:00:10.066, 79, 59, 10171, 16384, 70.06, 52
2026/03/14 07:01:10.072, 41, 28, 10171, 16384, 65.77, 52
2026/03/14 07:02:10.077, 69, 45, 10171, 16384, 42.28, 52
2026/03/14 07:03:10.084, 93, 59, 10171, 16384, 69.92, 52
2026/03/14 07:04:10.089, 99, 40, 10171, 16384, 68.02, 52
2026/03/14 07:05:10.104, 91, 48, 10171, 16384, 74.63, 52
2026/03/14 07:06:10.115, 52, 37, 10171, 16384, 75.07, 52
2026/03/14 07:07:10.123, 71, 53, 10171, 16384, 60.54, 52
2026/03/14 07:08:10.128, 41, 29, 10171, 16384, 44.11, 52
2026/03/14 07:09:10.135, 100, 48, 10171, 16384, 61.01, 52
2026/03/14 07:10:10.140, 100, 49, 10171, 16384, 68.32, 52
2026/03/14 07:11:10.152, 94, 51, 6805, 16384, 66.66, 52
2026/03/14 07:12:10.157, 72, 48, 7785, 16384, 68.56, 52
2026/03/14 07:13:10.163, 83, 56, 10187, 16384, 59.30, 52
2026/03/14 07:14:10.167, 29, 20, 10187, 16384, 62.46, 52
2026/03/14 07:15:10.172, 100, 50, 10187, 16384, 66.45, 52
2026/03/14 07:16:10.179, 83, 57, 10187, 16384, 60.87, 52
